PM2.5,PM10,NO2,NH3,SO2,CO,OZONE,AirQualityIndex
14,31,24,2,7,31,17,31
22,35,23,4,4,20,20,35
34,79,32,1,18,43,14,79
62,68,19,1,17,28,17,68
45,68,71,1,17,75,5,75
64,68,19,1,11,79,27,79
83,68,94,1,62,49,27,94
64,67,8,1,10,24,15,67
93,97,43,6,20,52,7,97
46,54,28,6,22,95,4,95
29,27,18,2,5,26,23,29
56,54,10,1,7,48,3,56
40,49,12,3,1,23,3,49
49,77,32,3,36,19,4,77
51,68,34,8,1,60,5,68
42,72,41,49,1,19,9,72
57,79,17,4,5,46,47,79
50,79,17,4,5,10,21,50
17,57,12,5,11,22,17,57
76,86,20,4,5,24,19,86
68,65,22,7,5,24,18,68
36,62,13,27,10,33,8,62
90,116,7,27,3,30,5,116
44,65,16,7,6,38,7,65
55,66,30,4,23,28,12,66
55,20,15,11,4,20,6,20
57,73,12,70,1,31,2,73
36,73,15,70,6,8,34,36
98,107,49,19,16,24,5,107
51,107,9,19,11,34,14,51
78,80,23,4,4,17,14,80
66,88,33,2,14,65,12,88
91,109,6,17,14,41,11,109
30,110,12,3,32,7,9,110
27,40,16,2,7,20,6,40
19,23,10,4,11,11,35,35
28,62,11,3,13,24,19,62
24,42,10,2,7,21,5,42
27,31,29,2,10,21,5,31
53,69,106,3,75,58,7,106
29,29,11,5,10,47,34,47
50,60,22,3,14,47,7,60
24,33,31,34,30,43,3,43
54,79,27,4,30,42,5,79
31,61,29,4,11,93,11,93
30,28,4,1,7,9,25,30
43,71,15,4,12,93,3,93
52,57,14,2,44,59,11,59
26,63,29,2,9,80,11,80
40,54,17,4,19,38,7,54
35,44,11,3,12,45,5,45
46,54,27,2,13,45,13,54
22,31,27,2,10,31,11,31
31,42,27,2,4,18,9,42
44,136,9,2,16,15,9,136
50,48,17,3,9,39,11,50
37,46,22,3,25,36,19,46
95,90,36,7,9,31,11,95
26,35,26,6,12,41,31,41
74,121,32,6,7,38,6,121
47,54,26,10,15,32,28,54
53,66,44,8,6,32,9,66
41,57,57,5,14,20,26,57
44,54,42,6,34,46,11,54
53,54,21,6,36,19,6,53
72,108,33,7,11,71,21,108
52,70,19,7,11,41,14,70
53,79,24,6,16,29,18,79
50,80,29,5,22,87,12,87
74,80,48,5,8,87,10,74
88,140,37,10,17,70,167,167
41,140,31,10,9,60,18,60
92,103,23,5,15,36,18,103
81,94,34,7,28,53,14,94
22,27,7,2,7,21,4,27
71,90,51,3,27,26,1,90
33,43,44,3,6,22,2,44
36,43,26,2,4,20,12,43
14,32,24,2,7,33,20,33
23,36,23,4,4,22,20,36
33,78,30,1,17,40,16,78
62,68,19,1,17,28,17,68
47,68,72,1,17,74,6,74
65,68,19,1,10,74,39,74
83,68,95,1,62,52,39,95
64,66,8,1,10,24,17,66
96,99,44,6,19,49,11,99
48,55,31,6,22,97,5,97
27,26,18,2,5,26,23,27
58,56,10,1,7,44,4,58
39,49,13,3,1,25,3,49
48,76,32,3,36,18,7,76
51,68,34,8,1,57,11,68
42,73,40,49,1,19,12,73
58,80,16,4,5,47,50,80
50,80,16,4,5,9,24,50
17,57,12,5,11,22,20,57
60,74,8,5,11,112,13,112
78,87,20,4,5,24,20,87
68,66,22,7,5,24,21,68
35,63,14,27,10,33,10,63
91,118,7,27,3,28,8,118
46,67,16,7,6,38,9,67
55,66,30,4,22,28,16,66
55,20,15,11,4,20,7,20
57,74,12,72,1,31,3,74
37,74,15,72,6,8,32,37
101,109,49,19,16,22,6,109
52,109,8,19,13,31,13,52
79,81,22,4,4,17,15,81
68,90,33,2,14,66,13,90
89,108,6,16,14,40,17,108
30,110,12,3,32,7,9,110
27,41,16,2,7,20,7,41
19,22,10,4,11,11,35,35
27,60,11,3,14,23,20,60
24,41,10,2,7,20,6,41
31,32,30,2,10,20,6,32
55,71,108,3,74,54,9,108
29,29,11,5,10,47,35,47
50,60,22,3,14,44,6,60
25,33,32,37,31,43,3,43
55,82,25,4,30,42,7,82
32,62,28,4,11,91,11,91
30,28,4,1,7,9,26,30
44,71,15,4,12,94,4,94
53,57,14,2,45,62,12,62
26,63,29,2,9,79,12,79
40,55,17,4,19,36,11,55
36,44,11,3,12,44,6,44
46,54,28,2,13,44,15,54
22,31,28,2,11,32,11,32
31,42,28,2,4,19,9,42
43,160,9,2,16,15,9,160
51,50,17,3,9,40,11,51
37,45,22,3,25,35,22,45
96,90,36,7,9,32,13,96
26,36,25,6,11,42,32,42
75,122,33,6,7,39,7,122
47,55,26,10,15,31,30,55
54,65,44,8,6,31,12,65
41,58,59,5,14,23,26,59
46,56,42,6,34,37,13,56
54,56,21,6,35,18,8,54
74,109,34,7,12,71,27,109
51,69,19,8,10,40,18,69
53,79,25,6,16,30,20,79
52,82,28,5,22,89,14,89
75,82,48,5,8,89,11,75
90,142,38,10,18,69,156,156
41,142,30,10,9,60,19,60
100,108,24,5,15,38,21,108
84,95,34,7,26,53,22,95
23,28,7,2,8,24,5,28
73,91,51,2,26,24,2,91
34,44,43,3,6,23,8,44
36,43,26,2,4,20,13,43
15,32,24,2,7,33,24,33
24,36,24,4,4,24,20,36
32,76,30,1,17,37,19,76
62,69,18,1,17,26,17,69
48,69,72,1,18,75,6,75
64,69,19,1,11,78,52,78
83,69,97,1,62,59,52,97
65,67,8,1,10,23,22,67
97,101,44,6,19,45,14,101
49,55,32,6,22,99,6,99
26,25,18,2,5,26,23,26
58,57,10,1,7,41,4,58
37,48,13,3,1,26,3,48
47,76,32,3,36,18,13,76
51,67,34,8,1,54,20,67
41,73,39,48,1,19,15,73
58,81,16,4,5,48,52,81
50,81,16,4,5,19,28,50
17,58,12,5,11,22,24,58
59,75,8,5,11,112,16,112
80,88,20,4,5,24,24,88
69,66,21,7,4,23,26,69
35,63,14,27,10,32,13,63
92,119,7,27,3,26,12,119
48,69,16,7,7,37,13,69
55,66,30,4,22,28,19,66
55,21,15,11,4,19,7,21
58,74,11,74,1,31,4,74
37,74,15,74,6,7,31,37
102,109,51,19,16,22,7,109
52,109,8,19,17,28,13,52
79,82,22,4,4,17,17,82
69,92,33,2,13,65,14,92
87,107,6,16,14,38,27,107
30,110,11,3,32,8,10,110
28,42,16,2,7,20,7,42
19,22,9,4,11,11,36,36
26,60,11,3,14,23,20,60
24,41,10,2,7,20,7,41
29,32,30,2,10,20,7,32
56,72,105,3,75,49,13,105
30,30,11,6,10,46,36,46
51,60,22,3,14,40,6,60
25,33,33,40,31,38,4,40
55,85,25,5,30,43,10,85
32,60,27,5,10,91,11,91
30,28,4,1,7,9,26,30
43,71,16,4,12,92,4,92
52,57,14,2,48,67,14,67
26,64,29,2,9,79,14,79
40,55,18,5,19,36,16,55
37,45,11,3,13,45,8,45
48,54,28,2,14,45,19,54
23,32,28,2,11,32,11,32
32,43,28,2,4,19,10,43
42,187,9,2,16,14,10,187
50,51,17,3,9,41,12,51
36,45,23,3,25,35,25,45
96,90,36,7,9,32,16,96
26,36,26,6,11,44,33,44
78,122,34,6,8,38,10,122
46,54,26,10,16,34,31,54
55,66,44,8,7,30,16,66
42,58,60,5,14,25,26,60
47,58,42,6,34,29,17,58
56,58,21,6,37,18,10,56
76,111,35,8,12,71,36,111
52,69,19,8,9,40,24,69
54,79,25,6,16,31,24,79
52,82,28,5,21,90,18,90
76,82,48,5,8,90,14,76
94,143,38,10,18,69,213,213
41,143,30,10,9,60,20,60
111,113,25,5,15,41,24,113
85,96,33,7,25,52,28,96
24,28,7,2,8,23,7,28
74,92,50,2,26,22,2,92
35,45,43,3,6,24,17,45
36,43,26,2,4,21,15,43
15,33,24,2,7,34,28,34
25,37,25,4,3,25,19,37
31,75,29,1,16,34,20,75
62,69,18,1,17,25,17,69
50,69,73,1,18,76,7,76
64,69,20,1,11,81,157,157
84,69,100,1,61,67,157,100
65,67,9,1,10,23,26,67
98,101,44,6,18,43,18,101
51,57,31,6,22,98,8,98
25,24,18,2,5,26,23,26
57,57,10,1,7,38,5,57
33,45,13,3,1,26,3,45
47,76,32,4,36,17,20,76
51,67,34,8,1,53,30,67
41,74,37,48,1,18,18,74
58,82,16,4,5,48,58,82
51,82,16,4,5,21,32,51
17,59,12,5,12,21,28,59
65,79,8,5,12,112,21,112
81,89,20,4,4,23,27,89
69,66,21,7,4,23,31,69
36,63,14,26,10,32,16,63
93,121,7,26,3,25,15,121
49,71,16,7,7,38,16,71
55,66,30,4,22,27,24,66
55,21,15,11,5,19,8,21
58,75,11,75,1,31,6,75
39,75,15,75,6,7,31,39
104,110,50,19,17,20,7,110
54,110,8,19,18,28,13,54
80,83,22,4,4,17,19,83
71,93,33,2,13,62,14,93
87,107,6,15,14,37,42,107
30,110,11,3,32,9,10,110
27,42,16,2,7,21,8,42
18,22,9,4,11,11,38,38
26,61,11,3,13,23,20,61
24,41,10,2,7,21,8,41
30,31,30,2,10,21,8,31
56,72,106,3,76,45,17,106
30,30,11,6,10,44,38,44
51,60,22,3,14,39,6,60
25,33,33,40,32,36,18,40
54,88,25,5,30,44,13,88
33,60,26,5,10,91,11,91
30,28,4,1,7,10,27,30
43,71,16,5,12,93,5,93
53,58,14,2,51,67,17,67
26,65,29,2,9,82,17,82
42,57,18,5,20,37,17,57
38,45,11,3,12,47,10,47
50,56,28,2,13,47,26,56
24,34,28,2,12,32,11,34
32,44,28,2,4,18,10,44
42,215,9,2,16,14,10,215
49,52,17,3,9,37,13,52
36,44,23,3,25,35,29,44
97,92,36,7,9,34,20,97
26,36,26,6,11,45,35,45
82,121,34,6,8,41,13,121
46,54,26,10,16,39,35,54
56,67,43,8,7,29,21,67
42,59,61,5,14,28,27,61
47,59,42,6,34,21,23,59
56,59,21,6,37,15,10,56
78,113,35,8,13,70,47,113
52,70,18,8,9,40,30,70
54,79,25,6,16,32,31,79
52,81,28,5,21,90,23,90
79,81,49,5,8,90,17,79
94,143,38,10,19,68,157,157
42,143,30,10,9,60,20,60
120,118,26,5,15,44,29,120
85,97,33,7,25,50,34,97
24,29,7,2,8,24,10,29
75,93,50,2,25,21,8,93
36,46,43,4,7,25,28,46
36,44,27,2,4,20,17,44
15,33,24,2,7,34,30,34
26,37,25,4,3,27,18,37
30,75,28,1,16,31,22,75
61,69,18,1,17,23,18,69
51,69,73,1,18,76,8,76
63,69,20,1,11,81,153,153
84,69,102,1,61,76,153,102
64,67,9,1,11,23,30,67
96,98,44,6,18,42,26,98
52,57,31,6,22,94,10,94
23,24,18,2,5,26,23,26
57,57,10,1,7,35,5,57
31,44,13,3,1,26,3,44
48,76,32,4,37,16,28,76
51,67,33,8,1,53,40,67
40,74,37,48,1,18,22,74
60,82,16,4,5,47,61,82
52,82,16,4,5,25,36,52
17,59,12,5,12,21,33,59
69,82,8,5,12,112,25,112
83,90,16,4,4,22,32,90
70,67,21,7,4,22,36,70
38,64,14,26,9,30,19,64
91,121,7,26,3,24,18,121
50,73,16,7,7,38,20,73
55,66,30,4,22,27,29,66
55,21,15,11,5,18,9,21
59,75,11,77,1,31,8,77
41,75,15,77,6,6,32,41
105,111,48,19,17,18,8,111
55,111,8,19,18,27,13,55
81,84,22,4,4,16,25,84
72,95,32,2,13,58,15,95
87,106,7,14,14,36,157,157
30,112,12,3,32,11,11,112
27,42,16,2,7,21,9,42
18,22,10,4,11,12,40,40
26,62,11,3,13,24,20,62
23,41,10,2,7,21,9,41
26,29,30,2,10,21,9,30
58,73,109,3,79,43,20,109
30,30,11,6,9,43,42,43
51,61,22,3,14,39,7,61
52,88,25,5,30,50,16,88
34,60,26,5,10,91,11,91
30,28,4,1,7,10,27,30
46,73,17,5,12,93,5,93
53,58,14,2,52,67,17,67
27,66,29,2,9,80,17,80
43,59,19,5,20,37,18,59
38,45,11,3,11,48,13,48
52,58,29,2,14,48,31,58
26,36,29,2,12,33,11,36
33,45,29,2,4,18,10,45
49,53,17,3,9,35,15,53
37,44,23,3,25,38,33,44
97,93,35,7,9,33,26,97
26,36,25,6,11,45,37,45
86,120,34,6,8,52,17,120
46,53,26,10,16,40,38,53
56,67,43,8,7,28,25,67
43,60,62,5,14,31,28,62
47,60,42,6,34,16,26,60
57,60,21,6,37,14,10,57
79,114,36,8,14,69,61,114
53,70,18,8,9,41,35,70
55,80,25,6,16,33,39,80
52,81,28,5,21,91,28,91
79,81,51,5,9,91,19,79
94,143,38,10,19,69,139,143
41,143,30,10,9,60,21,60
122,120,27,5,15,45,33,122
87,99,33,7,26,49,41,99
24,29,7,2,8,21,13,29
75,93,48,2,24,19,15,93
36,47,41,4,7,26,38,47
36,44,26,2,4,20,20,44
14,33,23,2,7,33,35,35
27,37,26,4,3,28,16,37
29,73,28,1,16,29,23,73
61,68,18,1,17,22,18,68
51,68,73,1,18,74,8,74
63,68,21,1,11,81,97,97
85,68,108,1,61,81,97,108
64,68,9,1,11,22,36,68
97,98,45,6,19,41,35,98
53,58,31,6,23,90,13,90
22,23,18,2,5,26,23,26
57,57,9,1,7,31,6,57
29,43,14,3,1,26,3,43
48,76,31,4,37,15,34,76
51,66,33,8,1,54,51,66
40,74,37,48,1,18,25,74
61,82,16,4,5,47,68,82
52,82,16,4,5,29,41,52
17,60,12,5,12,20,40,60
69,82,8,5,12,112,27,112
83,90,16,4,5,22,38,90
71,67,21,7,4,21,40,71
38,65,14,26,9,29,22,65
90,120,7,26,3,24,22,120
51,74,17,7,7,40,22,74
56,66,30,4,21,27,34,66
56,21,15,11,5,16,10,21
59,74,11,78,1,31,10,78
43,74,15,78,6,6,34,43
107,112,46,19,18,16,10,112
56,112,8,19,18,26,13,56
82,85,22,4,4,15,32,85
74,96,32,2,13,54,16,96
87,106,7,14,15,34,172,172
30,112,12,3,32,12,12,112
27,42,15,2,7,21,11,42
18,22,10,4,11,12,43,43
26,63,11,3,13,25,21,63
23,40,10,2,7,21,10,40
24,29,30,2,10,21,10,30
60,75,114,3,82,39,22,114
30,30,11,6,9,41,46,46
51,61,22,3,14,40,7,61
51,91,26,5,30,55,19,91
38,59,26,5,10,91,11,91
31,28,4,1,7,11,27,31
48,75,16,4,13,95,6,95
53,59,14,2,53,64,19,64
27,67,29,2,9,76,19,76
43,60,19,5,20,37,19,60
37,45,11,3,10,48,16,48
53,59,29,2,14,48,36,59
27,38,29,2,13,33,11,38
34,46,29,2,4,18,11,46
48,53,17,3,9,31,18,53
36,44,23,3,25,37,37,44
97,94,35,7,9,32,33,97
27,37,25,6,11,46,38,46
86,119,33,6,8,56,21,119
45,52,26,10,16,36,39,52
56,67,44,8,7,27,30,67
43,61,63,5,14,37,29,63
47,60,42,5,33,15,30,60
57,60,21,5,37,15,9,57
80,115,36,8,15,68,75,115
53,71,19,8,9,40,41,71
56,81,25,6,16,34,46,81
52,81,28,5,21,92,33,92
77,81,52,5,9,92,22,77
95,144,38,10,19,68,134,144
41,144,30,10,9,60,22,60
125,123,28,5,15,46,43,125
89,102,34,7,29,47,47,102
24,29,7,2,8,22,16,29
75,93,46,2,22,18,20,93
37,47,40,4,7,25,40,47
36,44,27,2,4,21,22,44
14,33,24,2,7,32,39,39
28,38,26,4,3,30,14,38
28,72,28,1,16,27,24,72
61,68,18,1,17,21,18,68
52,68,73,1,18,74,8,74
63,68,21,1,11,77,111,111
86,68,113,1,61,87,111,113
64,65,9,1,12,21,42,65
99,99,45,6,19,38,44,99
54,59,31,6,23,90,13,90
22,22,18,2,5,26,23,26
56,57,9,1,7,28,7,57
28,42,13,3,1,27,3,42
48,76,31,4,38,14,41,76
52,66,34,8,1,55,171,171
39,74,37,48,1,17,29,74
62,82,17,4,5,47,73,82
52,82,17,4,5,33,46,52
17,60,12,5,12,19,47,60
69,82,8,5,12,112,35,112
82,89,16,4,5,21,44,89
71,68,21,7,4,19,45,71
39,66,14,26,9,27,26,66
89,120,7,26,3,23,25,120
53,76,20,7,7,40,26,76
56,66,30,4,20,27,39,66
56,21,15,11,5,16,11,21
58,76,11,77,1,30,13,77
45,76,15,77,6,5,37,45
108,113,46,19,18,16,15,113
56,113,8,19,17,22,19,56
82,85,22,4,3,15,40,85
75,96,32,2,13,50,17,96
88,106,8,13,15,33,158,158
29,111,12,3,32,13,13,111
27,41,15,2,7,21,12,41
17,22,10,4,11,12,47,47
27,64,11,3,13,26,21,64
22,39,10,2,7,21,11,39
63,77,115,3,83,35,23,115
30,30,11,6,9,39,49,49
51,62,22,3,14,41,8,62
51,95,26,5,30,58,23,95
38,59,26,5,10,91,10,91
31,28,4,1,7,12,27,31
51,75,17,4,13,97,6,97
54,59,14,2,53,64,21,64
27,67,29,2,9,74,21,74
44,62,20,5,20,34,21,62
37,44,11,3,10,46,18,46
52,58,29,2,14,46,41,58
29,40,29,2,13,33,12,40
35,47,29,2,4,17,11,47
47,53,17,3,9,33,20,53
36,44,23,3,25,36,42,44
97,95,35,7,9,31,41,97
28,38,26,6,11,49,39,49
84,119,34,6,8,57,25,119
44,52,26,10,16,32,41,52
56,66,43,8,7,25,35,66
44,64,64,5,14,43,31,64
46,59,42,6,34,14,34,59
58,59,22,6,38,15,14,58
80,116,36,8,15,67,89,116
53,71,19,8,9,38,46,71
57,82,26,6,16,33,53,82
52,81,28,5,21,91,39,91
78,81,52,5,9,91,25,78
96,144,39,11,20,65,135,144
41,144,30,11,9,60,23,60
129,126,28,5,15,49,49,129
92,106,34,7,30,46,54,106
24,29,7,2,8,20,20,29
75,93,47,2,20,18,21,93
38,48,40,4,7,25,40,48
37,45,28,2,4,21,25,45
13,33,23,1,6,33,44,44
31,41,28,4,3,34,13,41
27,72,27,1,16,21,25,72
60,68,18,1,17,20,18,68
52,68,73,1,18,64,11,73
64,68,21,1,11,73,127,127
86,68,109,1,61,78,127,109
58,62,9,1,12,19,53,62
102,96,45,6,20,33,63,102
55,61,32,6,24,81,20,81
21,21,18,2,5,26,24,26
59,59,10,1,7,21,8,59
27,41,13,3,1,28,3,41
49,76,32,4,42,13,59,76
54,67,34,9,1,50,105,105
39,75,36,48,1,15,35,75
63,82,17,4,6,41,79,82
53,82,17,4,6,41,55,55
17,61,12,5,11,17,60,61
72,83,8,5,11,112,46,112
83,90,16,4,5,18,58,90
71,68,21,8,4,16,60,71
40,67,14,25,9,24,32,67
89,121,7,25,3,23,33,121
56,80,20,7,7,34,36,80
58,68,31,4,21,24,47,68
58,21,15,11,5,13,15,21
56,76,11,78,1,25,17,78
49,76,15,78,6,5,41,49
112,116,44,19,19,13,20,116
57,116,8,19,15,23,22,57
82,85,23,4,4,14,57,85
76,97,33,2,13,40,18,97
88,104,10,11,15,30,123,123
28,110,12,3,32,12,14,110
26,40,15,2,7,17,16,40
17,21,10,4,11,11,53,53
28,67,13,3,13,28,22,67
20,36,10,2,6,22,12,36
66,81,117,3,85,36,28,117
29,30,11,6,9,39,57,57
53,63,22,3,14,40,9,63
50,97,27,5,31,56,30,97
41,61,26,5,10,92,10,92
31,28,4,1,7,13,27,31
55,76,17,4,13,97,6,97
56,60,14,2,55,69,30,69
27,66,29,2,9,72,30,72
43,64,21,5,20,32,22,64
36,44,11,3,10,46,24,46
50,57,29,2,15,46,50,57
31,43,29,2,13,33,12,43
36,49,29,2,5,14,12,49
46,54,16,3,9,35,24,54
37,46,23,3,26,34,49,49
97,96,35,7,10,27,50,97
30,39,26,6,12,46,42,46
75,119,35,6,8,43,32,119
42,51,26,9,16,32,43,51
55,66,43,8,7,24,44,66
42,66,64,5,13,43,35,66
45,62,40,6,36,14,43,62
56,62,21,6,42,22,26,56
81,118,35,8,15,61,106,118
53,73,19,8,10,34,56,73
59,84,27,6,17,33,65,84
52,82,27,6,21,89,50,89
92,82,52,6,10,89,30,92
97,143,38,11,19,41,138,143
40,143,30,11,9,60,23,60
134,130,29,5,15,43,61,134
95,110,35,8,32,25,72,110
25,29,7,2,8,11,26,29
75,92,49,2,20,30,22,92
38,48,39,4,7,23,46,48
36,44,30,3,4,20,28,44
14,33,23,1,6,34,45,45
33,43,29,4,3,38,12,43
29,45,2,4,12,43,7,45
27,71,27,1,16,20,25,71
60,68,17,1,17,19,18,68
51,68,72,1,18,60,11,72
63,68,21,1,11,75,126,126
85,68,108,1,60,77,126,108
54,62,9,1,12,18,59,62
103,95,45,6,19,32,66,103
56,62,32,6,24,77,22,77
21,22,18,2,5,27,23,27
61,65,11,1,7,17,8,65
26,41,13,3,1,26,3,41
50,77,32,4,43,13,66,77
54,68,34,9,1,48,104,104
39,77,37,47,1,14,35,77
63,83,18,4,6,39,80,83
54,83,18,4,6,44,56,56
17,61,12,5,11,17,64,64
70,86,8,5,11,111,46,111
83,90,16,4,6,15,64,90
71,68,21,8,4,15,66,71
41,69,14,25,9,22,34,69
89,122,7,25,3,23,35,122
58,82,21,7,6,31,39,82
58,69,32,4,21,23,47,69
58,21,15,11,5,12,16,21
57,78,11,79,1,24,18,79
50,78,15,79,6,5,43,50
114,118,43,19,20,13,22,118
57,118,8,19,16,25,26,57
82,84,23,4,3,14,65,84
77,97,34,2,13,37,18,97
88,104,11,10,15,28,136,136
27,110,12,3,32,12,14,110
26,39,15,2,7,17,16,39
17,21,9,4,11,11,55,55
28,68,14,3,13,32,21,68
20,36,10,2,6,21,13,36
66,82,118,3,85,37,28,118
29,30,12,6,9,39,58,58
53,63,22,3,14,38,8,63
49,98,28,5,31,54,31,98
42,60,26,5,10,92,10,92
32,28,4,1,7,14,26,32
57,79,15,4,13,97,6,97
56,60,14,2,56,70,34,70
27,65,29,2,9,70,34,70
43,65,21,5,20,32,22,65
37,44,11,3,10,47,26,47
50,57,28,2,14,47,54,57
32,44,28,2,14,32,13,44
37,51,28,2,5,13,12,51
46,54,16,3,9,36,25,54
36,45,23,3,27,33,51,51
99,98,35,7,11,25,51,99
29,40,27,6,12,44,42,44
74,120,35,6,8,42,36,120
42,51,25,9,16,36,45,51
55,65,43,8,7,23,47,65
41,66,65,6,13,46,34,66
46,64,38,6,39,14,45,64
54,64,21,6,38,26,28,54
82,120,35,8,16,58,109,120
53,76,20,8,10,39,56,76
59,86,27,6,17,31,64,86
52,95,26,6,20,88,50,95
111,95,52,6,10,88,31,111
98,142,38,11,18,40,125,142
39,142,30,11,10,60,23,60
135,129,28,5,15,39,65,135
97,112,36,8,32,26,74,112
25,29,7,2,8,12,29,29
75,92,50,2,20,36,22,92
38,49,38,4,7,23,46,49
36,43,30,3,4,22,28,43
14,32,22,1,6,35,43,43
35,46,30,5,3,37,11,46
27,43,2,5,12,42,6,43
26,71,27,1,16,22,24,71
59,68,16,1,17,19,18,68
49,68,71,1,18,62,20,71
61,68,21,1,11,76,120,120
84,68,105,1,60,80,120,105
51,62,9,1,12,18,62,62
105,96,46,6,19,31,71,105
57,63,32,6,24,73,23,73
22,23,18,2,5,29,23,29
63,68,12,1,7,16,8,68
25,41,13,3,3,29,3,41
52,78,32,4,44,13,70,78
55,68,34,9,1,46,100,100
41,79,38,48,1,14,33,79
72,67,23,4,15,19,43,72
63,82,19,4,6,40,77,82
52,82,19,4,6,49,54,54
18,62,12,5,11,17,64,64
70,90,9,5,11,111,43,111
83,91,15,4,6,16,67,91
71,69,20,8,4,16,69,71
42,71,14,25,9,22,34,71
90,122,7,25,3,25,34,122
60,83,22,7,6,31,39,83
58,69,32,4,21,24,44,69
58,21,15,11,5,11,17,21
56,77,11,80,1,23,18,80
51,77,15,80,6,5,44,51
116,119,41,19,20,14,23,119
57,119,8,19,16,30,26,57
83,86,23,4,4,13,69,86
78,97,34,2,13,33,18,97
87,103,11,10,15,27,143,143
26,110,11,3,32,13,14,110
26,39,16,2,7,19,16,39
17,22,9,4,11,13,55,55
28,70,16,3,14,35,22,70
19,36,10,2,6,21,12,36
51,170,30,2,40,36,12,170
68,82,120,3,86,38,28,120
30,30,12,6,9,38,58,58
50,63,22,3,14,38,8,63
48,99,28,5,31,59,30,99
41,59,25,5,9,93,10,93
33,30,4,1,7,15,24,33
56,78,14,4,13,98,6,98
56,60,14,2,56,80,42,80
27,64,29,2,9,69,42,69
42,65,22,5,20,33,18,65
36,45,11,3,10,48,26,48
51,58,28,2,14,48,55,58
32,45,28,2,14,31,13,45
39,52,28,2,5,12,12,52
45,54,17,3,9,39,25,54
36,44,23,3,27,33,52,52
100,99,35,7,11,24,51,100
30,42,27,6,12,44,41,44
74,119,36,6,8,44,37,119
42,51,25,9,16,37,47,51
55,64,43,8,7,23,45,64
42,66,66,6,13,51,34,66
46,65,36,6,43,14,45,65
54,65,21,6,37,29,26,54
82,121,33,8,16,57,109,121
53,75,20,8,9,45,54,75
59,86,28,6,17,34,62,86
51,94,26,6,20,89,47,94
111,94,52,6,10,89,30,111
101,143,39,11,19,39,121,143
39,143,30,11,10,60,23,60
136,129,29,5,15,37,67,136
99,113,35,8,33,26,72,113
25,30,7,2,8,12,30,30
74,92,50,2,20,38,21,92
38,49,37,3,7,24,42,49
36,43,30,3,4,24,27,43
14,32,22,1,6,38,39,39
36,48,31,5,3,37,10,48
27,42,2,5,12,42,6,42
26,71,27,1,16,22,22,71
56,66,15,1,17,19,18,66
48,66,71,1,18,65,18,71
60,66,20,1,11,70,110,110
82,66,105,1,61,86,110,105
49,61,9,1,12,19,61,61
107,96,46,6,19,32,76,107
57,65,31,6,24,71,22,71
23,25,18,2,5,31,23,31
66,70,12,1,7,17,8,70
25,41,13,3,5,34,3,41
53,78,33,4,45,14,69,78
55,66,34,9,1,46,92,92
43,81,41,51,2,15,30,81
71,68,23,4,15,19,43,71
63,80,19,4,6,41,75,80
52,80,19,4,7,45,52,52
19,62,12,4,11,18,61,62
69,92,10,4,11,111,38,111
82,92,15,4,6,16,69,92
71,70,20,8,4,17,69,71
43,73,14,26,8,21,32,73
89,120,7,26,3,27,31,120
62,85,23,7,6,38,35,85
58,68,32,4,21,27,38,68
58,21,15,11,5,11,17,21
55,76,11,81,1,23,17,81
51,76,15,81,6,5,47,51
118,121,40,19,20,16,21,121
56,121,8,19,16,34,26,56
85,86,23,5,4,14,73,86
78,98,34,3,13,33,17,98
88,103,12,9,15,29,139,139
25,109,11,3,32,13,13,109
26,40,17,2,7,25,14,40
16,23,9,4,11,16,53,53
29,72,17,3,15,40,22,72
19,37,10,2,6,20,12,37
68,172,30,2,40,35,12,172
71,84,120,3,87,39,27,120
29,31,12,6,9,38,57,57
48,64,22,3,14,39,8,64
49,100,28,5,31,66,28,100
40,58,25,5,9,93,10,93
32,29,4,1,7,16,22,32
63,82,13,4,13,99,6,99
49,86,2,2,3,58,2,86
55,60,14,2,55,86,41,86
27,63,29,2,9,70,41,70
42,66,22,5,20,37,12,66
36,46,11,3,10,47,25,47
51,59,28,2,14,47,51,59
33,46,28,2,18,32,13,46
40,54,28,2,5,12,12,54
44,54,17,3,9,40,24,54
36,44,23,3,26,33,50,50
101,100,35,7,11,25,49,101
30,42,27,6,13,43,40,43
75,118,36,6,7,49,38,118
41,51,25,9,16,36,47,51
54,63,43,8,7,24,41,63
43,66,66,6,13,52,34,66
46,66,34,6,47,15,43,66
53,66,22,6,36,31,26,53
81,118,32,8,16,57,105,118
52,74,20,8,9,51,50,74
59,84,29,6,17,39,59,84
49,94,23,6,20,91,43,94
111,94,52,6,10,91,28,111
103,143,39,11,19,41,93,143
38,143,30,11,10,60,22,60
137,132,29,6,15,41,65,137
101,114,36,8,34,29,72,114
26,29,7,2,8,13,29,29
74,92,50,2,20,42,19,92
38,49,35,3,7,25,36,49
36,42,32,3,4,27,25,42
14,32,22,1,6,41,34,41
37,49,32,5,3,35,10,49
26,40,2,5,12,42,6,42
26,71,27,1,17,22,20,71
54,64,15,1,17,20,18,64
50,64,70,1,18,64,15,70
59,64,20,1,11,67,97,97
81,64,102,1,62,84,97,102
49,62,9,1,12,23,57,62
107,98,46,6,19,32,83,107
58,68,31,6,23,72,20,72
26,28,18,2,5,33,24,33
69,72,12,1,7,20,9,72
26,42,12,3,5,42,3,42
55,80,33,4,45,16,66,80
